student_id,course_id,chapter,time_spent,score,completed
S3091,C1,3,42.2,35.0,0
S2756,C1,7,57.27,62.37,1
S416,C1,1,44.06,46.09,0
S3397,C2,3,92.95,78.64,0
S1665,C1,7,21.92,8.02,0
S2347,C3,7,100.79,74.23,1
S1471,C1,4,55.32,77.42,0
S1534,C1,5,37.0,43.16,1
S2287,C2,4,41.59,31.95,0
S1274,C1,2,81.91,84.05,0
S2844,C1,6,41.91,32.9,0
S1401,C1,2,72.73,73.13,1
S2838,C3,8,18.57,29.08,1
S2188,C2,3,44.53,58.42,0
S2422,C3,5,74.99,36.54,0
S84,C1,2,40.78,78.94,1
S1324,C1,7,5.0,27.3,0
S2268,C3,3,74.3,90.47,1
S1792,C3,1,99.12,80.51,1
S330,C1,4,105.51,63.99,1
S767,C1,6,91.38,77.09,1
S688,C3,2,74.52,77.43,1
S3431,C3,2,86.28,60.13,1
S1605,C1,8,92.9,96.33,1
S728,C2,8,39.23,16.66,0
S1412,C3,4,26.64,32.83,0
S2897,C1,4,85.35,73.43,1
S40,C2,5,17.43,36.94,0
S1244,C1,3,10.62,12.38,0
S1465,C2,8,79.76,57.58,1
S2982,C2,5,29.3,35.04,0
S3407,C2,6,11.8,28.04,0
S989,C2,1,59.54,37.69,0
S2276,C3,7,78.1,64.39,1
S369,C2,4,101.5,75.89,1
S2892,C2,2,24.33,29.94,0
S1521,C1,8,27.09,13.19,0
S451,C3,4,67.28,57.85,1
S250,C2,8,97.72,83.14,1
S2855,C2,1,120.07,73.06,1
S22,C1,6,45.84,26.54,0
S2697,C3,5,16.09,9.42,0
S2222,C3,5,119.0,76.84,1
S2648,C3,4,114.03,53.88,1
S3314,C1,8,60.27,30.85,1
S416,C1,3,5.0,43.67,0
S787,C1,7,5.0,37.43,0
S2478,C1,2,54.89,31.36,0
S6,C3,8,102.7,72.42,1
S1721,C3,4,19.44,6.67,0
S2322,C1,1,101.07,35.07,1
S454,C2,4,61.17,73.63,1
S2691,C1,2,25.95,12.14,0
S315,C2,8,41.54,72.95,1
S2161,C2,4,22.3,22.35,0
S2528,C3,3,33.73,7.87,0
S274,C3,1,118.8,67.28,1
S30,C3,3,94.52,68.04,1
S776,C1,6,16.96,15.01,0
S701,C2,8,33.27,78.82,1
S799,C2,2,33.22,14.44,0
S987,C2,7,71.65,54.32,0
S2182,C1,1,79.6,96.51,0
S410,C1,5,46.05,86.73,1
S336,C3,6,105.06,65.59,1
S2111,C3,8,121.26,64.1,1
S3329,C1,1,33.44,33.4,0
S1593,C3,1,71.47,93.8,1
S246,C1,1,17.48,61.16,0
S1819,C3,6,44.2,50.12,1
S3431,C3,8,107.02,72.34,1
S752,C3,7,5.0,20.14,0
S3267,C2,6,5.0,0.0,0
S2455,C1,2,45.19,31.16,1
S2369,C1,1,75.02,38.23,0
S3405,C1,8,38.12,21.73,0
S849,C1,1,34.4,26.02,0
S2893,C2,2,38.09,34.68,0
S1068,C3,2,26.04,49.38,0
S1345,C2,2,81.93,85.17,1
S1438,C2,2,57.01,32.05,0
S2718,C1,6,25.97,39.58,0
S2046,C2,6,88.96,86.31,0
S1043,C3,4,6.22,47.39,0
S959,C2,2,125.88,71.57,1
S1494,C1,4,55.18,72.78,1
S1689,C3,2,48.62,28.84,0
S2954,C3,1,99.83,98.17,1
S3212,C1,4,37.2,26.19,1
S1162,C1,3,69.05,73.75,1
S522,C1,7,30.89,7.53,0
S828,C1,6,88.94,83.71,0
S355,C3,2,23.9,36.5,0
S1990,C3,3,59.96,32.88,0
S526,C3,8,40.52,91.18,1
S1637,C2,7,5.0,24.04,0
S2375,C2,4,33.35,30.51,0
S473,C2,7,98.82,84.04,1
S3268,C1,2,77.44,7.57,0
S1524,C2,6,25.38,38.02,0
S1120,C3,5,135.98,99.94,1
S1865,C1,3,39.21,79.56,1
S1142,C2,7,60.16,49.75,1
S602,C1,8,71.88,58.81,1
S2470,C1,8,65.07,85.0,1
S418,C1,3,16.72,15.8,0
S1751,C3,8,85.22,52.58,1
S2968,C3,7,43.15,29.65,0
S2572,C3,1,123.93,91.62,1
S905,C1,6,52.14,40.5,0
S595,C2,1,57.79,81.73,0
S794,C1,5,50.08,56.04,1
S2438,C3,4,71.82,32.85,0
S2138,C3,2,82.22,63.18,1
S3068,C3,7,49.8,70.21,1
S1955,C3,8,25.62,0.0,0
S687,C2,4,55.84,92.17,1
S605,C1,4,47.9,68.64,1
S440,C3,6,52.91,34.66,0
S590,C2,5,91.3,56.32,1
S892,C2,8,45.16,6.51,0
S3026,C3,7,5.12,43.8,0
S170,C1,2,86.28,67.95,1
S3296,C2,5,45.41,18.59,0
S1576,C2,4,74.15,77.62,1
S937,C1,4,90.0,77.84,0
S3036,C2,7,75.26,78.22,1
S1759,C2,2,31.08,25.16,0
S279,C3,2,63.47,32.88,0
S2848,C3,2,94.17,88.32,1
S1906,C3,3,30.38,3.79,0
S1825,C2,8,57.71,48.06,1
S2068,C3,6,63.85,59.54,1
S3442,C3,8,51.43,83.1,1
S160,C1,5,97.68,68.31,1
S2514,C2,2,23.53,50.6,0
S1241,C3,6,55.28,74.29,1
S3201,C1,1,137.47,71.71,1
S1485,C2,4,24.51,4.67,0
S92,C1,7,62.22,60.48,1
S2325,C3,8,30.4,35.4,0
S1069,C3,8,13.42,57.22,1
S2286,C3,7,58.18,23.3,0
S3347,C1,4,56.52,89.83,1
S1422,C3,1,43.91,52.36,0
S1319,C3,3,46.7,32.37,0
S38,C1,3,60.91,71.88,1
S1521,C1,1,25.76,70.83,0
S447,C1,4,32.38,75.81,1
S1898,C2,7,48.2,52.18,0
S851,C3,8,69.9,73.1,1
S2774,C1,4,99.92,74.36,1
S2039,C1,5,37.86,31.06,0
S1299,C1,5,87.52,67.16,1
S485,C1,4,23.66,41.55,0
S576,C1,6,91.35,59.09,0
S301,C1,7,36.84,0.0,0
S1133,C3,6,20.36,37.04,0
S362,C2,2,25.65,16.73,0
S1352,C3,4,91.6,72.67,1
S2791,C2,4,5.0,9.1,0
S3448,C1,3,20.61,38.57,0
S240,C3,3,19.52,28.16,0
S2213,C1,5,17.91,33.32,0
S1628,C3,2,52.43,0.0,0
S3427,C1,7,95.47,54.93,1
S2448,C1,4,26.94,41.4,0
S2586,C2,7,31.09,35.21,0
S497,C1,1,9.4,45.22,0
S1951,C3,8,94.11,71.85,0
S2366,C1,1,114.02,89.57,1
S1507,C3,2,75.23,78.3,1
S3265,C2,7,34.01,81.5,1
S2752,C2,1,42.17,24.94,0
S899,C2,8,39.87,57.39,1
S2401,C2,1,21.58,10.38,0
S1951,C3,4,35.59,22.45,0
S1341,C2,4,84.72,78.01,1
S452,C1,2,62.08,23.53,0
S994,C1,5,10.8,21.54,0
S2073,C1,8,5.0,68.55,1
S2370,C3,5,93.21,45.13,1
S1600,C2,8,48.76,70.77,1
S3273,C1,3,25.0,36.19,0
S846,C3,3,104.96,87.7,1
S642,C3,7,15.64,0.0,1
S324,C1,5,32.58,22.34,0
S2924,C1,1,8.96,25.76,0
S2852,C3,5,43.07,47.69,0
S2760,C2,1,41.93,43.21,0
S2103,C3,4,37.06,25.03,0
S3295,C1,3,39.6,36.06,0
S2922,C3,5,44.23,78.09,1
S2928,C2,3,14.61,29.76,0
S3067,C1,7,53.49,32.97,0
S2122,C2,5,5.0,13.58,0
S2409,C3,4,5.0,4.78,1
S2147,C2,1,47.22,72.78,1
S1883,C3,3,31.58,0.0,0
S1960,C1,1,101.73,85.34,1
S2170,C2,5,5.0,22.39,0
S1519,C2,2,18.35,33.35,0
S2208,C2,8,96.75,85.28,1
S1993,C1,1,103.95,67.25,1
S1993,C1,3,29.8,46.45,0
S488,C3,7,99.8,68.91,1
S436,C1,1,116.87,85.19,1
S1811,C2,6,59.6,62.18,1
S432,C3,6,126.27,68.94,1
S2271,C3,7,25.09,2.07,0
S623,C2,7,5.0,0.0,1
S840,C2,2,50.83,37.99,0
S945,C2,1,105.16,74.43,1
S2,C1,5,46.77,35.64,1
S2973,C3,3,25.04,33.77,0
S1656,C1,6,57.84,80.66,1
S2251,C2,8,84.35,63.71,1
S1991,C1,8,105.0,61.1,1
S3421,C1,1,35.8,26.62,0
S580,C1,7,68.41,63.3,1
S2262,C2,2,22.47,45.78,0
S1267,C1,6,5.0,53.74,0
S849,C1,7,68.04,46.32,1
S1414,C3,6,22.63,12.74,0
S2203,C3,7,72.7,69.29,1
S1941,C2,7,81.85,44.37,1
S2899,C2,7,25.6,49.52,1
S3138,C2,6,85.31,56.55,1
S256,C1,4,94.86,78.28,1
S2533,C1,1,59.32,43.04,0
S1798,C2,5,119.99,58.39,1
S1380,C3,4,88.92,25.24,0
S1153,C2,5,51.02,6.45,0
S942,C2,6,28.39,17.84,0
S1665,C1,3,12.67,31.29,0
S751,C3,1,87.03,57.85,1
S1499,C3,7,50.56,3.43,0
S1574,C3,1,38.13,63.02,0
S1256,C1,5,11.54,40.31,0
S57,C3,2,64.64,89.75,1
S3203,C1,3,91.69,69.4,1
S127,C2,8,20.34,2.63,1
S3180,C2,5,91.72,75.45,1
S3044,C3,7,37.12,27.98,0
S1993,C1,2,69.11,67.32,0
S3239,C2,7,43.3,34.25,0
S1075,C2,7,28.84,86.8,1
S3310,C3,3,43.39,89.7,1
S215,C1,5,71.2,73.95,1
S2315,C3,5,34.45,75.9,0
S3445,C1,8,5.4,44.15,0
S822,C1,5,96.75,65.98,1
S2372,C2,1,79.61,70.01,1
S2118,C2,8,71.18,69.44,1
S1289,C2,1,44.18,35.42,0
S567,C2,2,15.39,34.58,0
S2401,C2,7,30.04,1.31,0
S683,C3,2,23.36,76.71,1
S1296,C1,7,40.63,54.51,0
S3461,C3,2,64.53,77.97,1
S3082,C3,1,78.11,65.33,1
S2543,C3,5,77.81,77.55,1
S95,C3,2,97.4,79.89,1
S1709,C2,5,76.33,78.21,1
S914,C3,8,102.09,71.57,0
S190,C2,7,63.09,81.04,1
S947,C1,5,74.4,73.01,1
S315,C2,2,92.43,89.73,1
S273,C1,4,98.87,85.73,1
S283,C3,2,84.52,70.53,1
S2979,C1,4,71.17,20.13,0
S1920,C1,2,122.06,88.24,1
S2289,C2,8,48.33,33.16,0
S656,C3,4,91.37,52.49,1
S2116,C2,7,69.31,93.68,0
S1144,C2,6,83.29,69.92,1
S1971,C3,6,61.74,5.95,0
S209,C3,4,43.97,39.73,0
S3177,C1,2,120.45,66.11,1
S3008,C3,4,51.1,71.0,1
S3469,C1,7,63.19,85.06,1
S2815,C1,6,32.64,0.0,0
S1980,C3,3,69.8,35.79,0
S1031,C2,6,34.07,52.12,0
S3006,C3,6,25.34,4.26,0
S621,C2,7,55.01,51.95,1
S2214,C3,1,71.39,75.46,1
S1051,C2,4,12.6,8.66,0
S3346,C2,4,32.42,55.62,0
S188,C3,2,45.24,41.79,0
S1811,C2,4,52.37,73.45,1
S1537,C1,7,103.42,62.24,1
S498,C2,4,105.46,88.04,1
S2807,C1,4,54.28,21.13,0
S3396,C3,1,46.09,25.6,0
S55,C1,7,38.94,38.58,0
S3131,C3,2,47.36,70.45,1
S1428,C3,7,64.98,64.4,1
S2513,C3,4,49.04,11.48,0
S1048,C3,4,116.26,65.68,1
S2849,C1,1,31.71,12.98,0
S124,C3,2,38.84,73.59,0
S3008,C3,5,87.39,77.55,1
S692,C1,7,57.2,24.74,1
S958,C1,5,78.96,69.04,1
S1934,C2,2,31.58,65.04,0
S1331,C1,1,88.98,86.19,1
S1268,C2,3,76.08,72.2,1
S3057,C3,5,42.58,40.63,0
S69,C1,4,5.0,62.85,0
S574,C1,3,48.66,36.82,0
S3263,C3,1,33.1,42.04,0
S1608,C2,7,56.23,63.68,0
S3319,C3,1,31.8,5.06,0
S340,C3,8,25.48,46.0,0
S2065,C1,5,55.8,32.69,0
S1561,C2,3,115.3,94.01,1
S1156,C1,2,5.0,28.59,0
S2762,C2,1,96.27,72.82,1
S899,C2,3,121.62,94.52,1
S798,C3,3,87.55,89.05,1
S2810,C3,8,57.29,71.58,1
S611,C3,7,113.95,77.23,1
S3152,C1,2,69.99,80.36,1
S2701,C1,3,16.42,23.82,0
S2457,C2,7,99.41,75.03,1
S3480,C2,3,120.24,59.99,1
S1054,C3,2,89.61,62.72,1
S1576,C2,6,90.67,67.77,1
S482,C2,2,79.57,85.75,1
S1258,C2,1,73.28,63.62,1
S1466,C1,2,122.68,76.45,1
S2127,C2,2,43.46,43.63,0
S3018,C1,2,75.98,78.1,1
S2883,C3,6,53.29,74.39,1
S2162,C2,7,99.28,67.04,1
S1530,C2,2,55.94,76.88,1
S1581,C3,3,70.45,63.46,1
S2943,C1,7,85.78,60.13,1
S2051,C2,8,45.69,36.42,0
S391,C1,3,102.06,79.51,1
S2075,C2,3,45.56,44.26,0
S1121,C3,3,69.53,71.72,1
S2944,C2,1,39.8,45.68,0
S1043,C3,1,31.68,22.55,0
S3140,C3,6,9.42,23.18,0
S1659,C2,4,105.74,72.02,1
S3402,C2,3,73.71,27.61,0
S1215,C1,7,13.22,41.67,0
S2073,C1,2,31.96,35.89,0
S1270,C3,1,121.59,87.42,1
S1292,C1,8,57.99,39.46,1
S1239,C2,5,103.29,76.37,1
S1851,C3,2,73.75,53.44,1
S2377,C1,8,77.53,45.53,1
S3344,C1,5,32.19,44.31,0
S2370,C3,6,73.84,70.75,1
S2628,C1,5,38.14,67.14,0
S1775,C3,3,63.78,87.43,1
S921,C1,8,30.03,8.65,0
S1,C3,2,99.65,59.84,1
S1605,C1,5,90.19,86.12,1
S205,C1,2,135.14,73.3,1
S2385,C1,6,38.56,40.81,0
S229,C2,7,23.74,34.44,1
S668,C2,8,37.95,39.25,0
S507,C2,4,37.89,35.31,0
S157,C3,2,95.93,69.59,1
S77,C2,2,55.41,26.29,0
S2798,C1,2,5.0,33.05,1
S1582,C2,5,118.1,63.35,1
S665,C3,6,41.52,37.29,0
S702,C1,3,105.98,75.1,1
S3308,C2,7,19.86,22.0,0
S188,C3,3,5.0,40.78,0
S3189,C3,4,30.17,35.45,0
S3121,C3,8,87.53,77.26,1
S20,C1,8,21.06,58.96,0
S359,C1,8,51.03,24.61,0
S2305,C3,5,64.01,59.07,1
S1783,C3,5,31.17,61.31,0
S1239,C2,7,67.26,78.15,1
S2852,C3,2,71.29,35.96,0
S776,C1,8,26.5,23.14,0
S1016,C3,3,125.34,100.0,1
S2842,C1,5,72.07,92.07,1
S3332,C3,4,8.93,51.46,0
S3451,C1,4,56.01,19.23,1
S958,C1,7,123.35,93.26,1
S3318,C1,4,18.63,22.9,0
S946,C1,5,14.42,0.0,1
S1151,C1,4,65.14,29.91,0
S1891,C2,2,59.71,8.55,1
S814,C3,3,134.27,95.25,1
S3126,C3,6,51.56,42.28,1
S2520,C2,3,104.0,68.16,1
S2219,C1,5,5.0,26.94,0
S1744,C3,3,73.72,35.9,0
S2970,C2,8,68.74,88.09,1
S2287,C2,3,15.18,32.64,0
S2348,C3,2,44.25,31.53,0
S1293,C3,3,42.16,46.9,0
S1093,C2,4,61.22,53.2,1
S3364,C2,8,15.93,21.91,0
S1658,C3,5,20.06,22.53,0
S1444,C1,1,102.51,71.43,1
S3393,C1,1,80.77,64.15,1
S226,C1,6,11.64,5.44,0
S1751,C3,1,93.71,69.6,1
S920,C2,7,8.54,9.7,0
S3258,C3,8,16.88,38.81,0
S1446,C3,4,55.08,29.06,0
S408,C1,6,99.59,75.49,0
S3497,C2,8,84.0,82.12,1
S3478,C3,2,100.03,88.83,0
S1863,C3,6,87.79,53.13,1
S2869,C1,5,19.24,54.28,0
S621,C2,5,42.97,84.58,1
S2320,C3,3,70.44,73.13,1
S2101,C1,1,6.66,16.04,0
S2724,C2,3,94.67,63.73,1
S434,C1,2,69.74,90.48,1
S1618,C1,2,48.93,27.55,0
S2823,C3,8,30.67,52.36,1
S2442,C1,1,84.04,75.79,1
S2652,C2,7,5.0,0.91,1
S1491,C2,4,32.02,29.1,0
S2049,C2,3,82.02,90.4,1
S1674,C2,8,74.37,71.19,1
S1960,C1,8,77.78,59.87,1
S3092,C3,7,14.59,60.14,0
S1367,C2,7,41.88,24.55,0
S2739,C3,7,56.05,10.06,0
S126,C3,7,67.94,51.56,1
S1221,C3,6,86.09,59.53,1
S636,C2,5,52.47,56.81,0
S2636,C1,7,42.33,34.74,0
S2800,C3,1,33.19,41.0,0
S1754,C1,7,78.85,83.34,1
S2992,C3,2,92.59,47.5,1
S3262,C2,8,30.82,42.07,0
S264,C2,5,35.95,25.39,0
S471,C3,7,5.0,17.18,0
S1019,C1,3,126.32,72.35,1
S2464,C1,2,37.16,34.57,0
S1707,C2,7,42.92,22.2,1
S2877,C3,6,12.79,36.43,0
S3289,C3,4,107.94,80.43,1
S1592,C3,5,101.35,83.93,1
S2709,C2,2,54.44,52.39,0
S2550,C2,5,62.58,45.44,0
S2279,C2,7,53.89,21.75,0
S2442,C1,7,16.62,10.07,0
S606,C2,6,84.46,82.76,1
S1823,C2,7,19.45,23.93,0
S3034,C3,2,64.73,17.35,0
S2172,C2,8,59.65,66.92,1
S345,C2,6,58.59,15.01,0
S2158,C2,3,13.66,8.44,0
S3410,C1,2,21.89,0.0,0
S1031,C2,3,36.21,38.61,0
S2500,C2,3,82.76,53.61,0
S1666,C1,2,22.55,6.14,1
S2951,C3,5,23.35,20.66,0
S3127,C3,6,61.62,31.62,0
S1226,C2,5,5.0,29.17,0
S2387,C1,7,82.99,47.01,1
S1507,C3,7,122.75,79.7,1
S723,C2,8,56.74,59.49,1
S478,C2,1,115.83,86.89,1
S2302,C3,5,64.54,73.59,1
S1694,C3,1,173.67,73.73,1
S2032,C3,6,78.55,69.65,1
S2313,C2,8,5.0,38.39,0
S2718,C1,3,10.52,34.62,0
S2901,C1,8,20.28,46.41,1
S703,C3,2,81.03,53.49,1
S3111,C1,1,34.27,38.73,1
S237,C2,5,30.13,28.04,0
S681,C1,4,54.23,43.08,0
S1744,C3,4,53.28,10.11,0
S1370,C1,8,89.66,80.16,1
S1168,C1,1,15.84,40.26,0
S349,C3,5,38.95,45.7,0
S1015,C1,5,40.8,35.52,0
S1141,C1,7,55.54,64.83,1
S1314,C2,8,102.56,68.06,1
S420,C1,7,124.35,61.44,1
S1314,C2,6,74.91,77.87,1
S973,C2,4,68.2,23.73,1
S3472,C1,4,5.0,75.1,0
S140,C1,2,48.89,65.55,1
S2729,C2,8,107.25,47.96,1
S2179,C3,3,79.37,62.58,1
S2719,C2,2,25.42,22.1,0
S2130,C1,7,30.76,34.05,0
S858,C2,6,52.53,87.23,1
S1127,C3,8,57.98,67.13,1
S3158,C3,8,54.2,86.93,1
S3466,C2,6,82.21,86.71,1
S2580,C1,6,68.74,53.88,1
S663,C3,7,9.09,35.16,1
S2555,C2,5,40.13,42.32,1
S171,C3,4,31.67,73.1,1
S1260,C2,4,62.54,11.81,0
S2283,C3,1,14.47,49.67,0
S3079,C3,5,104.59,71.67,1
S1233,C3,5,79.74,83.15,1
S970,C2,3,48.91,61.81,1
S2480,C2,6,41.04,35.35,0
S1040,C2,3,78.3,59.83,1
S1549,C2,2,11.62,68.81,0
S809,C3,4,64.99,32.68,0
S50,C1,8,21.3,22.96,0
S1550,C1,3,107.82,81.26,0
S3481,C1,3,103.97,70.46,1
S1225,C2,8,8.51,55.12,0
S3109,C2,5,91.88,59.7,1
S3132,C3,2,50.35,40.22,0
S2949,C3,4,54.31,66.84,0
S3135,C2,7,76.23,73.59,0
S2477,C3,1,94.11,63.29,1
S2142,C1,7,8.81,16.01,0
S2432,C3,6,59.16,10.5,1
S1289,C2,5,39.62,41.47,0
S2454,C3,1,26.39,47.42,1
S987,C2,6,96.1,78.48,1
S2340,C1,6,44.61,44.57,1
S844,C3,7,77.94,87.38,0
S716,C2,5,58.29,69.39,1
S1286,C2,1,91.3,67.71,1
S555,C2,1,92.61,83.85,1
S986,C3,1,68.74,62.45,1
S603,C3,5,25.61,43.63,0
S1643,C1,8,70.48,85.39,1
S2931,C3,4,114.5,63.42,0
S615,C1,6,27.24,31.86,0
S3379,C3,7,40.77,76.08,1
S975,C1,6,35.3,38.3,0
S897,C2,5,40.58,35.81,0
S949,C1,6,61.07,77.52,0
S1101,C1,2,56.66,30.18,0
S3025,C1,1,80.75,70.11,0
S1420,C3,5,13.09,20.99,0
S3111,C1,4,62.37,61.62,1
S736,C2,8,70.52,49.36,0
S659,C1,2,48.48,59.66,1
S1430,C2,3,62.55,75.45,1
S2483,C3,2,65.03,70.88,0
S538,C2,5,72.35,89.0,1
S3328,C1,6,5.0,9.08,0
S152,C1,4,80.97,86.36,0
S2868,C3,7,78.71,100.0,1
S3014,C2,6,62.09,14.84,0
S953,C2,8,32.7,30.79,0
S486,C3,2,33.65,26.45,0
S877,C1,6,109.69,67.37,1
S1982,C3,3,133.84,69.13,1
S374,C3,2,66.41,71.71,1
S1593,C3,2,115.28,61.02,1
S1280,C1,7,23.28,22.95,0
S2962,C1,2,54.02,38.01,1
S2191,C3,6,56.75,40.57,1
S2218,C1,1,73.11,64.13,1
S1135,C3,2,23.13,56.46,0
S2008,C3,2,57.34,47.02,1
S1197,C1,2,62.15,78.56,1
S2033,C2,8,76.45,63.52,1
S1964,C1,6,11.6,13.78,0
S1332,C2,6,19.24,35.34,0
S3235,C1,2,21.14,28.51,0
S580,C1,3,44.15,39.23,0
S3095,C3,1,105.91,69.5,1
S609,C1,2,28.5,0.0,0
S2429,C3,3,53.83,90.89,1
S599,C3,5,30.62,66.14,1
S2531,C3,8,82.98,46.97,0
S1514,C2,3,10.33,15.3,0
S337,C1,3,65.73,74.43,1
S3441,C2,1,67.41,47.5,0
S3350,C1,5,72.58,56.6,1
S291,C3,1,106.92,62.14,1
S2334,C3,5,21.39,28.86,0
S3191,C1,3,44.39,12.34,0
S2209,C1,5,5.0,14.54,0
S952,C3,4,10.24,31.96,0
S1293,C3,6,107.11,78.43,0
S141,C2,7,131.24,87.24,1
S2539,C1,2,85.78,38.45,1
S1883,C3,5,91.06,60.71,1
S3332,C3,6,61.74,15.0,0
S62,C2,2,22.03,26.54,0
S1688,C3,4,5.0,34.94,0
S2370,C3,8,83.99,91.43,0
S3403,C3,5,89.98,72.56,1
S836,C2,3,23.98,44.27,1
S82,C1,6,44.96,13.58,0
S1601,C3,6,57.97,99.67,1
S1154,C2,5,38.6,34.55,0
S1126,C2,3,32.66,65.39,0
S513,C3,3,102.52,61.46,1
S1138,C3,6,5.0,11.11,0
S30,C3,7,20.92,23.95,0
S743,C3,5,31.38,3.41,0
S3370,C2,7,77.7,54.76,1
S2523,C1,6,115.04,72.69,1
S44,C3,2,79.04,82.27,1
S1781,C1,4,35.36,31.47,0
S679,C3,5,11.56,44.28,0
S118,C2,2,38.4,24.38,0
S1730,C3,3,65.58,78.69,1
S1306,C3,2,43.42,4.95,0
S1983,C1,8,5.0,28.71,0
S1601,C3,4,5.0,60.91,1
S713,C3,6,107.58,77.89,1
S1927,C3,5,129.37,62.53,1
S1109,C1,6,56.55,74.77,1
S2186,C3,1,54.39,26.59,0
S346,C3,8,100.78,80.37,1
S238,C2,2,43.82,46.46,0
S2356,C2,1,54.56,24.7,0
S1883,C3,2,5.0,44.77,0
S881,C2,5,119.86,59.44,1
S383,C3,5,69.47,93.61,0
S851,C3,2,5.0,28.49,0
S2167,C2,2,56.3,61.87,0
S3253,C2,1,21.68,62.93,0
S2481,C1,4,9.94,23.68,0
S912,C3,1,22.34,46.14,0
S2542,C3,3,100.98,45.46,1
S1008,C1,7,116.39,63.9,1
S297,C3,7,115.3,78.89,1
S1677,C1,1,100.55,100.0,0
S2370,C3,3,34.77,60.74,1
S522,C1,6,37.9,60.03,0
S2763,C2,4,27.95,38.55,0
S2072,C3,5,80.81,60.5,1
S2861,C1,1,56.01,26.95,0
S1320,C2,1,121.87,66.64,1
S2031,C1,4,63.02,54.11,1
S200,C2,8,41.24,80.46,1
S3358,C2,5,45.48,33.25,1
S1310,C1,5,101.38,43.46,1
S2147,C2,5,79.71,29.3,0
S2920,C3,7,78.72,29.21,0
S3009,C3,1,50.49,60.33,1
S2200,C2,7,30.81,23.21,1
S313,C1,8,5.0,66.28,0
S1142,C2,3,113.71,82.42,1
S174,C1,8,5.0,1.71,0
S1902,C3,4,79.36,83.46,1
S2306,C2,6,57.81,82.2,1
S1389,C1,1,60.69,23.9,0
S1457,C2,1,44.91,34.63,0
S2436,C2,3,46.93,64.53,0
S2110,C3,4,37.43,43.86,0
S2921,C3,2,108.04,75.09,1
S1448,C3,8,84.77,87.66,1
S2532,C2,7,5.0,31.53,0
S2564,C3,5,87.21,50.44,1
S1262,C1,2,21.99,51.93,0
S3012,C1,1,47.0,61.39,0
S1765,C3,2,108.75,53.52,1
S1676,C2,3,110.2,64.49,1
S1579,C1,8,103.25,72.11,1
S1474,C1,8,85.96,95.97,0
S2844,C1,1,32.44,14.71,0
S1845,C1,7,13.62,43.62,0
S1011,C2,3,94.73,69.69,0
S379,C2,8,45.0,7.69,0
S2290,C2,5,39.51,85.31,0
S2935,C3,7,6.8,57.46,1
S177,C1,8,18.14,100.0,1
S2604,C2,8,46.21,62.23,1
S626,C2,1,37.84,17.84,0
S3081,C1,7,51.66,90.68,1
S1563,C2,1,52.26,27.43,0
S61,C3,7,49.03,48.01,0
S2596,C1,2,17.9,5.24,0
S1537,C1,6,76.12,72.89,1
S175,C2,5,50.7,0.0,0
S1334,C3,2,114.55,62.23,1
S3390,C3,1,52.8,52.35,0
S578,C2,4,5.0,48.58,0
S858,C2,2,91.6,69.21,1
S1860,C1,3,75.56,76.58,1
S3091,C1,1,44.08,68.04,0
S2303,C2,1,47.1,22.25,0
S967,C1,7,51.44,66.46,1
S2005,C2,5,18.66,67.99,0
S1097,C1,5,90.42,63.69,1
S1620,C2,8,81.78,83.57,1
S1898,C2,8,36.07,15.88,0
S2977,C3,3,82.53,94.98,1
S2971,C3,2,20.9,45.03,0
S2384,C2,4,29.6,22.09,0
S1887,C2,5,41.57,8.93,0
S1177,C3,6,67.27,50.87,1
S1798,C2,1,83.18,98.39,1
S1563,C2,2,11.9,32.35,0
S375,C2,1,115.04,82.48,0
S963,C1,8,86.4,43.38,1
S2821,C2,6,89.43,90.49,1
S59,C1,8,5.0,25.61,0
S2685,C2,1,26.97,21.77,0
S1499,C3,4,83.39,68.01,1
S1912,C2,1,62.34,68.94,0
S2892,C2,7,35.99,14.57,0
S1962,C3,6,65.8,63.78,1
S3189,C3,5,15.01,22.06,0
S2392,C2,1,102.39,71.64,1
S997,C3,1,125.81,81.63,1
S2081,C3,6,5.0,22.72,0
S2386,C3,3,6.54,47.29,0
S323,C3,5,106.77,72.58,1
S3063,C2,8,28.98,71.78,1
S179,C1,4,93.99,64.12,1
S2220,C1,1,34.06,35.24,0
S3493,C2,3,80.65,68.27,1
S1280,C1,8,21.29,35.66,1
S3047,C1,3,93.15,87.06,1
S3344,C1,2,109.46,50.35,0
S2745,C3,6,79.09,61.89,1
S2195,C1,8,31.1,17.96,0
S855,C2,5,38.46,40.05,0
S643,C2,1,107.84,78.6,1
S940,C3,8,32.09,8.52,0
S1893,C2,1,31.32,28.07,0
S385,C1,3,72.39,92.83,1
S1924,C1,6,85.36,61.68,1
S3406,C3,5,49.19,46.4,0
S644,C1,7,80.32,44.48,1
S3005,C2,7,21.32,36.76,0
S1698,C1,2,12.27,38.39,0
S905,C1,5,5.0,30.28,0
S2301,C2,3,91.42,71.11,0
S2382,C3,1,82.34,65.65,1
S388,C3,8,30.83,34.39,0
S653,C3,7,45.1,84.71,1
S1671,C1,8,11.33,19.97,0
S2694,C3,4,87.54,75.61,1
S2304,C2,8,37.93,50.29,0
S3178,C2,7,18.79,34.34,0
S1388,C2,6,22.98,78.51,1
S1214,C2,5,48.22,31.03,0
S428,C3,3,79.73,87.17,1
S43,C3,5,50.15,79.61,1
